9,422,3
9,465,2
9,553,2
9,561,4
9,563,4
9,596,2
9,602,3
9,604,3
9,769,2
9,777,5
9,794,2
9,803,2
9,917,2
9,948,4
9,966,3
10,10,1
10,23,4
10,28,5
10,30,2
10,46,7
10,51,2
10,59,8
10,61,2
10,64,3
10,74,3
10,76,2
10,109,2
10,147,3
10,148,5
10,154,4
10,155,2
10,177,3
10,183,3
10,211,6
10,219,26
10,244,3
10,247,2
10,315,17
10,351,7
10,354,2
10,361,0
10,376,12
10,385,3
10,465,2
10,477,3
10,526,3
10,558,2
10,564,4
10,565,4
10,584,3
10,687,4
10,705,15
10,765,3
10,769,2
10,842,4
10,895,4
10,904,8
10,935,4
10,938,4
10,949,9
10,950,4
10,975,3
10,978,3
11,14,2
11,39,2
11,65,2
11,78,5
11,127,3
11,147,1
11,158,5
11,315,4
11,429,9
11,466,3
11,529,4
11,566,4
11,705,3
11,933,3
12,0,1
12,9,1
12,10,2
12,18,1
12,27,2
12,30,4
12,61,4
12,82,2
12,83,7
12,126,3
12,162,14
12,199,3
12,218,3
12,232,8
12,287,4
12,368,3
12,425,4
12,474,4
12,567,4
12,599,2
12,686,3
12,712,3
12,752,11
12,769,8
12,855,5
12,896,8
12,921,4
12,968,4
13,0,2
13,18,2
13,20,7
13,32,2
13,41,4
13,46,3
13,48,3
13,51,1
13,65,2
13,78,2
13,91,3
13,94,2
13,118,2
13,133,3
13,147,1
13,247,2
13,259,2
13,263,3
13,267,5
13,557,2
13,599,2
13,626,3
13,701,4
13,706,1
13,714,5
13,900,3
13,940,4
13,941,8
13,972,3
14,0,1
14,15,2
14,18,2
14,20,9
14,32,4
14,33,2
14,41,11
14,46,4
14,51,1
14,57,8
14,60,2
14,65,2
14,71,2
14,146,3
14,197,3
14,199,3
14,226,1
14,227,19
14,262,1
14,331,2
14,360,1
14,494,8
14,502,3
14,508,9
14,525,2
14,557,2
14,785,4
14,786,4
14,876,2
14,951,4
14,971,4
14,984,19
15,30,2
15,35,16
15,37,3
15,61,2
15,68,2
15,75,3
15,83,2
15,100,2
15,123,7
15,125,11
15,186,3
15,199,3
15,218,3
15,231,16
15,234,4
15,235,8
15,258,2
15,317,4
15,383,3
15,389,3
15,426,4
15,427,4
15,428,4
15,430,4
15,440,3
15,447,5
15,455,3
15,467,4
15,478,2
15,532,3
15,557,2
15,568,14
15,569,4
15,570,14
15,595,2
15,596,8
15,624,4
15,706,1
15,768,3
15,856,10
15,912,3
16,30,2
16,35,3
16,39,4
16,51,1
16,61,2
16,64,3
16,177,1
16,226,1
16,233,4
16,247,2
16,259,2
16,285,2
16,300,3
16,316,4
16,318,4
16,361,0
16,368,3
16,429,4
16,461,3
16,465,2
16,466,3
16,474,8
16,506,1
16,556,4
16,557,2
16,570,9
16,674,6
16,681,9
16,769,2
16,777,2
16,781,3
16,847,4
16,857,5
16,886,3
16,951,4
16,977,2
17,0,1
17,15,7
17,18,1
17,20,2
17,33,5
17,41,4
17,51,2
17,61,2
17,65,2
17,147,1
17,217,2
17,255,9
17,274,2
17,395,2
17,454,3
17,509,4
17,706,1
17,787,4
17,827,3
17,889,3
17,985,14
18,18,1
18,50,1
18,51,1
18,59,5
18,94,2
18,97,10
18,142,5
18,153,5
18,158,2
18,193,2
18,217,10
18,226,1
18,247,2
18,255,2
18,286,2
18,287,4
18,358,2
18,361,0
18,451,8
18,506,1
18,557,2
18,558,2
18,571,4
18,675,4
18,777,5
18,803,5
18,829,3
18,832,4
18,845,3
18,918,4
18,922,4
18,976,6
19,18,1
19,30,4
19,59,2
19,61,4
19,73,2
19,75,10
19,82,4
19,83,2
19,123,3
19,177,3
19,342,3
19,361,0
19,374,3
19,390,3
19,453,3
19,558,2
19,629,3
19,763,7
19,794,2
19,803,2
19,829,15
19,850,5
19,894,4
19,912,6
19,981,3
19,986,4
20,14,1
20,30,2
20,50,1
20,51,2
20,83,5
20,85,2
20,106,4
20,124,2
20,126,3
20,127,11
20,153,5
20,177,1
20,192,1
20,220,3
20,232,4
20,258,2
20,262,1
20,339,2
20,389,3
20,427,4
20,501,3
20,547,3
20,562,4
20,698,3
20,700,3
20,777,2
20,877,3
20,919,4
20,939,4
20,977,2
21,73,2
21,75,14
21,123,7
21,199,3
21,217,2
21,234,4
21,258,5
21,259,2
21,319,4
21,361,0
21,362,4
21,421,2
21,525,2
21,532,3
21,554,3
21,572,4
21,794,4
21,853,5
21,895,4
21,966,3
22,14,2
22,18,1
22,57,8
22,60,4
22,66,5
22,67,6
22,83,2
22,108,7
22,130,2
22,255,4
22,532,3
22,535,11
22,552,2
22,597,3
22,678,4
22,688,8
22,706,3
22,762,4
22,858,5
22,880,3
22,931,3
22,987,4
22,988,4
23,35,3
23,39,4
23,46,1
23,64,3
23,75,28
23,78,5
23,84,1
23,123,3
23,149,3
23,161,3
23,177,1
23,191,4
23,214,2
23,218,3
23,234,12
23,269,3
23,319,8
23,361,0
23,362,4
23,429,4
23,466,6
23,535,3
23,552,2
23,797,7
23,843,4
23,851,5
23,859,25
23,914,2
23,933,3
23,966,3
23,989,4
24,20,9
24,30,9
24,35,45
24,46,3
24,61,2
24,64,7
24,75,21
24,123,22
24,124,1
24,125,19
24,126,3
24,162,21
24,177,3
24,186,3
24,188,2
24,218,16
24,234,8
24,262,4
24,319,17
24,351,3
24,360,1
24,389,3
24,394,11
24,395,2
24,426,18
24,430,4
24,467,4
24,474,4
24,478,5
24,479,4
24,552,2
24,557,2
24,568,33
24,570,19
24,573,4
24,574,14
24,595,2
24,624,4
24,704,8
24,715,2
24,768,3
24,769,2
24,794,2
24,797,7
24,803,2
24,859,30
24,881,4
24,885,3
24,912,3
24,952,4
25,82,2
25,100,2
25,145,2
25,262,1
25,287,2
25,376,4
25,393,3
25,431,4
25,434,3
25,533,3
25,860,5
26,14,1
26,15,2
26,21,10
26,25,2
26,33,8
26,36,6
26,61,6
26,65,2
26,94,5
26,113,3
26,147,1
26,149,11
26,186,7
26,190,3
26,260,7
26,290,3
26,320,7
26,321,3
26,333,3
26,353,3
26,358,12
26,370,2
26,377,4
26,447,5
26,453,3
26,466,6
26,467,4
26,475,26
26,559,4
26,572,4
26,575,4
26,596,2
26,667,4
26,671,6
26,674,3
26,695,3
26,772,9
26,775,6
26,830,3
26,876,2
26,891,4
26,917,2
26,923,9
26,930,4
26,936,4
26,953,28
26,954,4
26,990,14
27,0,3
27,21,13
27,39,10
27,61,2
27,65,2
27,100,2
27,106,2
27,113,6
27,144,2
27,150,3
27,158,5
27,164,3
27,177,3
27,207,7
27,262,1
27,264,11
27,340,4
27,361,0
27,369,3
27,373,4
27,384,2
27,433,3
27,443,3
27,459,2
27,461,3
27,505,3
27,510,9
27,540,3
27,548,3
27,560,8
27,567,4
27,572,4
27,575,4
27,584,3
27,605,3
27,682,4
27,709,3
27,776,3
27,779,4
27,855,10
27,888,2
27,902,4
27,961,3
27,967,3
27,977,2
27,979,3
28,14,1
28,15,7
28,20,2
28,21,10
28,33,2
28,41,11
28,51,1
28,61,4
28,85,2
28,119,2
28,145,2
28,156,3
28,192,1
28,193,2
28,320,7
28,354,2
28,382,2
28,450,4
28,466,6
28,475,4
28,506,1
28,567,4
28,576,4
28,603,6
28,622,3
28,671,2
28,674,3
28,695,3
28,702,4
28,772,4
28,848,8
28,912,3
28,928,4
28,936,8
28,953,14
28,955,4
28,990,14
29,8,6
29,50,1
29,65,4
29,67,2
29,82,2
29,105,3
29,113,6
29,124,2
29,193,2
29,265,2
29,288,2
29,351,10
29,358,4
29,370,2
29,498,11
29,505,3
29,532,3
29,537,2
29,552,5
29,577,4
29,762,8
29,766,4
29,788,4
29,846,3
29,847,8
29,949,4
29,981,7
30,0,2
30,18,3
30,29,9
30,35,3
30,39,6
30,51,1
30,65,2
30,90,2
30,97,3
30,147,1
30,154,2
30,155,4
30,231,4
30,271,3
30,422,3
30,447,2
30,453,3
30,497,4
30,564,4
30,596,2
30,678,4
30,683,4
30,694,4
30,976,3
31,0,1
31,2,1
31,14,1
31,18,1
31,21,18
31,27,2
31,39,2
31,41,4
31,52,6
31,61,2
31,78,8
31,106,2
31,113,3
31,145,2
31,149,3
31,150,11
31,158,5
31,161,3
31,164,7
31,165,2
31,189,3
31,193,2
31,207,19
31,262,6
31,264,15
31,270,4
31,271,3
31,290,3
31,321,3
31,341,4
31,361,0
31,369,3
31,371,3
31,454,3
31,466,3
31,477,3
31,544,3
31,623,3
31,671,2
31,674,3
31,682,18
31,686,3
31,781,3
31,789,4
31,937,4
31,956,4
31,961,3
31,967,3
31,969,4
32,8,2
32,18,2
32,39,6
32,57,11
32,135,4
32,144,2
32,145,2
32,153,1
32,158,2
32,177,1
32,220,3
32,247,12
32,259,2
32,288,2
32,292,9
32,333,3
32,342,9
32,358,2
32,360,2
32,364,3
32,374,19
32,386,5
32,391,3
32,392,2
32,395,2
32,454,3
32,460,5
32,464,3
32,480,4
32,497,12
32,499,3
32,537,8
32,559,4
32,630,3
32,674,6
32,694,4
32,796,3
32,837,3
32,890,3
32,941,4
32,948,9
32,967,3
32,970,3
32,991,9
33,14,1
33,15,2
33,20,2
33,32,2
33,51,2
33,66,3
33,82,2
33,91,3
33,124,1
33,133,3
33,189,14
33,193,2
33,260,3
33,261,3
33,262,1
33,263,3
33,270,8
33,291,3
33,325,7
33,380,3
33,382,2
33,419,3
33,422,9
33,447,10
33,450,4
33,460,5
33,464,3
33,467,8
33,479,8
33,501,3
33,559,4
33,680,3
33,695,3
33,703,4
33,715,2
33,775,3
33,876,2
33,887,3
33,892,4
33,918,4
33,932,3
33,972,3
33,992,4
33,993,4
34,18,1
34,29,3
34,37,3
34,75,3
34,262,1
34,337,2
34,480,4
34,906,3
35,83,5
35,124,1
35,144,5
35,165,2
35,177,1
35,178,33
35,229,3
35,258,8
35,370,2
35,419,3
35,434,3
35,506,1
35,572,4
35,630,3
35,670,4
35,673,3
35,778,4
35,790,4
35,841,5
35,888,5
35,917,2
35,924,4
36,18,4
36,29,12
36,59,5
36,64,7
36,74,3
36,78,5
36,94,2
36,115,2
36,119,2
36,155,2
36,245,3
36,267,5
36,315,8
36,337,5
36,394,3
36,424,4
36,447,2
36,554,3
36,578,4
36,705,7
36,861,5
36,912,3
36,976,3
37,20,2
37,21,5
37,48,3
37,124,1
37,145,2
37,189,7
37,262,3
37,271,7
37,273,2
37,325,7
37,362,4
37,377,8
37,448,7
37,460,2
37,464,3
37,475,8
37,503,3
37,577,4
37,585,3
37,597,3
37,631,3
37,663,2
37,680,3
37,715,2
37,772,13
37,853,5
37,887,7
37,928,8
37,929,4
37,957,4
38,20,4
38,21,8
38,36,2
38,39,2
38,52,3
38,57,5
38,61,2
38,145,2
38,147,1
38,158,2
38,167,7
38,189,3
38,193,4
38,197,3
38,208,3
38,227,3
38,260,7
38,262,9
38,271,3
38,290,11
38,302,2
38,320,11
38,325,3
38,334,2
38,351,7
38,354,2
38,361,0
38,371,3
38,377,12
38,447,2
38,448,7
38,460,2
38,475,4
38,533,3
38,540,3
38,557,2
38,560,4
38,577,4
38,671,2
38,692,8
38,700,6
38,709,6
38,780,4
38,783,3
38,849,3
38,878,3
38,887,3
38,928,4
38,929,4
38,953,9
38,955,9
38,957,4
38,994,4
38,995,4
39,18,2
39,29,6
39,30,4
39,32,2
39,37,6
39,51,1
39,59,2
39,71,5
39,72,2
39,75,3
39,90,2
39,94,2
39,97,3
39,113,12
39,135,4
39,147,1
39,158,2
39,165,2
39,177,1
39,193,2
39,216,2
39,219,3
39,267,2
39,275,3
39,318,4
39,342,6
39,354,2
39,360,1
39,374,3
39,382,2
39,394,3
39,432,4
39,476,4
39,478,8
39,554,3
39,595,2
39,674,3
39,689,4
39,704,4
39,760,2
39,862,10
39,877,3
39,882,4
39,888,2
39,896,4
39,958,4
40,0,2
40,18,4
40,20,2
40,29,9
40,39,6
40,46,1
40,51,2
40,74,3
40,78,2
40,90,2
40,97,3
40,146,3
40,147,1
40,153,1
40,154,2
40,155,2
40,162,3
40,361,0
40,464,3
40,549,3
40,596,2
40,678,4
40,694,4
40,970,3
40,972,3
40,976,3
41,15,2
41,20,4
41,32,2
41,106,2
41,124,1
41,147,1
41,189,3
41,226,1
41,258,5
41,262,4
41,271,3
41,272,3
41,286,2
41,299,3
41,325,3
41,332,7
41,371,3
41,377,4
41,450,4
41,460,5
41,556,4
41,557,5
41,663,2
41,692,4
41,780,4
41,794,2
41,848,4
41,932,3
41,972,3
42,0,1
42,4,5
42,14,1
42,15,2
42,20,2
42,41,2
42,48,3
42,50,3
42,51,1
42,52,3
42,67,2
42,77,3
42,108,2
42,119,10
42,193,2
42,226,1
42,246,3
42,255,9
42,262,3
42,329,2
42,337,5
42,360,1
42,361,1
42,372,3
42,448,3
42,474,4
42,478,2
42,506,1
42,552,2
42,676,4
42,858,5
42,883,4
42,890,3
42,917,2
42,980,3
43,14,2
43,18,1
43,26,1
43,29,3
43,30,6
43,46,6
43,50,1
43,51,1
43,61,6
43,66,3
43,71,2
43,96,4
43,106,2
43,119,2
43,124,1
43,126,19
43,127,3
43,158,2
43,177,7
43,178,7
43,218,13
43,230,4
43,247,2
43,255,2
43,269,6
43,274,2
43,286,2
43,317,4
43,318,21
43,331,2
43,360,3
43,371,3
43,386,2
43,434,22
43,473,11
43,478,5
43,504,8
43,537,8
43,575,9
43,579,4
43,681,9
43,684,4
43,706,1
43,708,3
43,760,2
43,769,2
43,803,2
43,844,4
43,878,3
43,888,2
43,958,4
43,981,3
44,18,2
44,29,6
44,71,2
44,126,3
44,140,2
44,153,1
44,199,7
44,231,8
44,232,4
44,234,29
44,339,2
44,361,0
44,370,2
44,384,2
44,419,3
44,428,4
44,429,4
44,478,2
44,506,1
44,537,2
44,557,2
44,568,14
44,579,4
44,596,5
44,781,3
44,838,3
44,863,5
44,933,3
45,3,2
45,10,1
45,19,2
45,29,3
45,59,11
45,82,2
45,94,5
45,220,15
45,338,3
45,374,3
45,506,1
45,533,6
45,569,4
45,600,3
45,690,4
45,841,5
45,861,5
45,864,5
45,865,5
45,933,7
46,6,8
46,29,9
46,46,1
46,50,1
46,51,1
46,127,3
46,146,3
46,186,7
46,214,11
46,232,8
46,259,2
46,337,2
46,360,2
46,361,0
46,363,7
46,497,4
46,557,2
46,570,4
46,573,9
46,664,3
46,699,3
46,760,2
46,771,4
46,780,4
46,866,5
46,879,4
46,925,4
46,947,28
47,51,1
47,59,5
47,94,2
47,97,13
47,147,1
47,215,8
47,259,2
47,275,7
47,287,4
47,342,9
47,451,8
47,531,3
47,533,12
47,557,2
47,562,4
47,576,4
47,580,4
47,585,3
47,621,2
47,674,12
47,752,3
47,773,4
47,864,5
47,865,5
47,867,5
47,874,3
47,941,4
47,959,4
47,996,4
48,14,1
48,18,1
48,19,2
48,20,4
48,29,6
48,30,2
48,35,6
48,51,2
48,69,3
48,74,7
48,107,3
48,125,7
48,127,3
48,146,3
48,162,32
48,177,1
48,191,4
48,217,2
48,218,6
48,229,3
48,230,8
48,262,3
48,269,3
48,285,2
48,341,4
48,343,3
48,363,3
48,449,3
48,466,3
48,525,4
48,538,3
48,555,3
48,605,3
48,622,3
48,665,9
48,780,4
48,794,2
48,830,3
48,841,2
48,878,3
48,985,4
49,2,1
49,14,1
49,15,2
49,21,8
49,39,2
49,51,2
49,52,3
49,61,2
49,147,1
49,158,2
49,167,7
49,189,3
49,193,2
49,197,7
49,258,2
49,259,2
49,262,4
49,290,11
49,320,7
49,325,3
49,332,3
49,351,3
49,352,3
49,354,2
49,377,8
49,392,2
49,447,2
49,448,3
49,460,2
49,475,4
49,533,3
49,557,2
49,560,8
49,671,2
49,700,6
49,783,3
49,928,4
49,957,9
49,995,4
50,29,15
50,30,2
50,94,2
50,144,10
50,376,4
50,443,3
50,532,3
50,779,4
50,794,2
50,844,4
50,861,10
51,18,3
51,29,6
51,30,2
51,35,6
51,48,3
51,50,1
51,51,1
51,61,2
51,65,7
51,96,2
51,99,2
51,122,3
51,126,3
51,155,2
51,162,10
51,231,12
51,233,4
51,235,4
51,337,2
51,343,6
51,419,3
51,422,3
51,427,13
51,428,9
51,504,4
51,558,2
51,561,4
51,564,4
51,769,2
51,803,2
51,844,4
51,970,3
52,11,4
52,18,1
52,20,2
52,29,3
52,30,4
52,35,19
52,48,3
52,59,2
52,64,7
52,68,2
52,74,3
52,78,2
52,82,2
52,84,1
52,123,3
52,125,11
52,145,5
52,153,1
52,162,25
52,186,7
52,188,5
52,191,4
52,192,1
52,226,1
52,231,4
52,262,3
52,285,5
52,316,4
52,360,4
52,363,3
52,382,2
52,389,3
52,422,3
52,424,4
52,426,13
52,427,13
52,428,4
52,460,5
52,462,3
52,464,14
52,478,2
52,550,3
52,552,2
52,574,4
52,665,6
52,708,3
52,716,4
52,765,3
52,777,11
52,857,5
52,866,10
52,868,5
52,886,3
52,912,10
52,931,3
52,979,3
53,57,2
53,469,2
54,14,1
54,18,1
54,29,3
54,35,3
54,39,6
54,59,2
54,65,2
54,94,2
54,123,3
54,127,3
54,155,2
54,158,2
54,162,3
54,218,3
54,230,4
54,316,4
54,337,2
54,378,4
54,424,4
54,429,4
54,466,3
54,499,3
54,540,3
54,566,4
54,601,3
54,856,5
54,894,4
55,0,1
55,26,1
55,31,3
55,51,1
55,57,14
55,135,2
55,146,24
55,193,4
55,214,2
55,255,2
55,262,1
55,265,4
55,269,3
55,288,2
55,305,4
55,360,2
55,363,3
55,374,6
55,382,2
55,386,8
55,421,2
55,464,3
55,469,4
55,516,2
55,554,3
55,577,4
55,584,3
55,597,3
55,621,2
55,665,29
55,691,4
55,753,3
55,828,8
55,837,3
55,862,5
55,875,3
55,887,3
55,894,4
55,919,4
55,997,4
56,51,1
56,59,5
56,94,2
56,97,13
56,147,1
56,215,8
56,259,2
56,275,7
56,287,4
56,342,9
56,451,8
56,531,3
56,533,12
56,557,2
56,562,4
56,576,4
56,580,4
56,585,3
56,621,2
56,674,12
56,752,3
56,773,4
56,864,5
56,865,5
56,867,5
56,874,3
56,941,4
56,959,4
56,996,4
57,8,2
57,9,1
57,41,4
57,51,1
57,57,2
57,65,2
57,67,2
57,82,4
57,92,6
57,109,2
57,153,1
57,193,2
57,211,6
57,216,2
57,247,2
57,257,3
57,353,3
57,361,0
57,370,2
57,382,2
57,469,2
57,552,2
57,618,2
57,632,3
57,671,2
57,712,3
57,713,3
57,764,3
57,766,12
57,839,3
57,842,4
57,878,3
57,888,5
58,2,5
58,18,2
58,20,4
58,32,9
58,33,2
58,41,4
58,48,6
58,51,4
58,55,1
58,71,2
58,91,3
58,99,2
58,106,2
58,119,5
58,147,1
58,149,3
58,161,3
58,177,1
58,192,1
58,208,3
58,217,2
58,227,7
58,255,4
58,259,2
58,263,3
58,286,2
58,291,3
58,331,2
58,340,4
58,343,3
58,371,3
58,396,2
58,422,3
58,433,3
58,443,3
58,493,3
58,501,3
58,511,9
58,538,3
58,544,3
58,555,3
58,583,4
58,595,2
58,666,3
58,671,2
58,702,4
58,708,3
58,760,2
58,765,3
58,770,9
58,827,3
58,848,4
58,876,2
58,900,3
58,946,4
58,952,4
58,954,4
58,983,4
58,988,4
58,992,4
58,994,4
58,998,4
59,30,6
59,50,1
59,99,2
59,178,3
59,186,3
59,262,1
59,265,2
59,393,11
59,794,4
59,869,10
59,967,7
60,14,1
60,18,4
60,20,4
60,29,3
60,30,4
60,37,31
60,38,2
60,46,1
60,51,2
60,59,8
60,61,4
60,69,3
60,71,15
60,78,2
60,83,7
60,94,2
60,97,40
60,111,2
60,115,2
60,122,9
60,158,2
60,178,7
60,275,17
60,285,2
60,286,2
60,292,3
60,300,6
60,315,13
60,324,4
60,337,2
60,342,3
60,360,2
60,362,4
60,386,8
60,392,2
60,430,4
60,432,4
60,445,12
60,461,10
60,476,4
60,504,4
60,505,3
60,533,3
60,545,3
60,558,7
60,571,4
60,595,2
60,602,6
60,629,3
60,630,3
60,668,7
60,671,2
60,705,11
60,706,1
60,752,7
60,765,3
60,850,5
60,863,5
60,876,2
60,877,3
60,929,4
60,938,4
60,939,4
60,977,2
60,982,4
61,2,1
61,9,1
61,18,1
61,32,2
61,46,1
61,61,6
61,119,5
61,144,2
61,145,7
61,147,1
61,150,18
61,158,2
61,264,3
61,351,3
61,362,4
61,368,3
61,388,2
61,506,1
61,553,5
61,605,3
61,685,4
61,706,5
61,791,19
61,794,2
61,841,2
61,937,8
61,949,4
61,961,7
61,998,4
62,0,1
62,19,2
62,20,7
62,35,19
62,39,2
62,51,1
62,55,1
62,71,5
62,82,4
62,99,2
62,105,3
62,113,6
62,126,11
62,130,2
62,177,7
62,217,2
62,247,2
62,322,3
62,339,2
62,361,0
62,380,3
62,452,4
62,464,3
62,538,6
62,574,9
62,583,4
62,605,3
62,706,3
62,708,3
62,760,2
62,792,4
62,797,3
62,875,11
62,968,4
62,981,3
63,18,1
63,29,3
63,35,3
63,38,2
63,72,4
63,82,2
63,97,10
63,107,3
63,111,2
63,124,1
63,143,5
63,145,2
63,191,8
63,192,1
63,219,15
63,233,21
63,235,4
63,258,2
63,262,3
63,269,6
63,285,2
63,286,2
63,288,2
63,292,6
63,300,3
63,339,2
63,360,3
63,376,8
63,378,4
63,386,2
63,396,2
63,421,5
63,430,4
63,460,2
63,476,4
63,558,2
63,579,4
63,585,3
63,596,2
63,618,2
63,706,3
63,709,6
63,868,15
63,878,3
63,893,6
63,946,4
63,960,9
63,980,3
63,987,9
64,14,1
64,19,2
64,146,3
64,162,7
64,177,1
64,218,6
64,222,2
64,259,2
64,291,3
64,361,0
64,380,6
64,464,3
64,538,3
64,576,4
64,583,4
64,585,3
64,700,3
64,847,4
64,875,3
64,968,4
65,60,2
65,65,2
65,94,2
65,317,4
65,393,3
65,395,2
65,421,8
65,434,11
65,506,1
65,571,4
65,599,2
65,606,3
65,715,8
65,764,3
65,869,5
65,919,4
65,934,3
66,0,1
66,14,1
66,15,5
66,21,10
66,33,2
66,35,3
66,36,2
66,39,2
66,51,1
66,57,20
66,78,5
66,82,2
66,95,2
66,119,5
66,146,3
66,158,2
66,214,5
66,255,2
66,262,3
66,286,2
66,320,3
66,360,4
66,374,3
66,377,8
66,386,2
66,395,2
66,452,4
66,478,2
66,506,3
66,516,2
66,530,12
66,531,3
66,538,3
66,574,4
66,603,3
66,665,3
66,679,4
66,685,4
66,695,3
66,753,7
66,782,4
66,797,3
66,830,3
66,901,4
66,912,3
66,932,3
66,952,4
66,962,3
66,974,3
66,979,3
66,986,9
66,999,14
67,18,2
67,29,6
67,30,2
67,37,3
67,45,2
67,46,3
67,59,5
67,61,2
67,108,2
67,111,2
67,122,3
67,193,2
67,234,4
67,260,3
67,305,2
67,315,4
67,337,2
67,342,3
67,360,1
67,361,1
67,424,4
67,445,4
67,461,3
67,578,4
67,584,3
67,629,3
67,705,3
67,765,3
67,769,2
67,773,4
67,879,16
67,880,3
67,930,4
67,965,3
68,18,2
68,39,2
68,46,4
68,51,1
68,59,2
68,69,19
68,71,5
68,72,2
68,76,2
68,99,25
68,106,2
68,107,6
68,111,2
68,113,3
68,122,16
68,128,3
68,135,12
68,144,15
68,177,1
68,199,10
68,287,2
68,292,6
68,305,2
68,342,3
68,352,3
68,360,2
68,392,2
68,431,9
68,452,12
68,455,3
68,461,13
68,465,5
68,497,4
68,526,3
68,566,4
68,605,9
68,629,3
68,663,5
68,671,2
68,693,4
68,709,6
68,777,2
68,950,19
68,993,4
69,35,3
69,64,3
69,74,3
69,123,3
69,125,3
69,154,2
69,230,4
69,337,2
69,525,2
69,601,3
69,938,4
70,18,1
70,30,2
70,35,6
70,61,2
70,64,7
70,74,14
70,75,7
70,123,3
70,125,7
70,126,3
70,145,2
70,217,2
70,235,4
70,260,3
70,287,2
70,300,3
70,319,13
70,331,2
70,343,3
70,351,3
70,422,3
70,426,4
70,430,4
70,474,8
70,478,2
70,557,2
70,568,4
70,573,4
70,595,2
70,605,3
70,769,11
70,797,3
70,803,2
70,859,10
70,886,3
70,946,4
71,20,2
71,30,2
71,51,2
71,59,2
71,61,6
71,69,6
71,71,10
71,75,3
71,97,3
71,113,3
71,119,2
71,122,6
71,124,1
71,147,1
71,178,11
71,247,4
71,258,2
71,269,3
71,292,6
71,324,4
71,334,2
71,339,2
71,432,4
71,434,3
71,445,12
71,446,3
71,461,10
71,516,2
71,536,3
71,537,2
71,630,3
71,668,3
71,709,3
71,767,4
71,842,4
71,870,5
71,939,4
71,958,4
71,997,4
72,18,1
72,30,13
72,37,3
72,51,1
72,61,4
72,64,3
72,71,2
72,75,10
72,78,2
72,82,2
72,100,2
72,107,6
72,108,2
72,113,3
72,164,3
72,177,3
72,183,3
72,191,4
72,209,3
72,232,8
72,262,4
72,265,4
72,268,3
72,269,6
72,300,3
72,317,4
